Airline,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Month_of_Journey,Day_of_Journey,Duration_min
Jet Airways,Delhi,Cochin,5,19,2.0,No Info,13292,June,Wednesday,90
Multiple carriers,Delhi,Cochin,2,15,1.0,No Info,17057,March,Wednesday,75
Air India,Delhi,Cochin,7,19,2.0,No Info,11552,March,Sunday,335
IndiGo,Chennai,Kolkata,11,14,0.0,No Info,6297,March,Tuesday,145
IndiGo,Chennai,Kolkata,11,14,0.0,No Info,4332,March,Sunday,145
Air India,Delhi,Cochin,5,8,0.0,No Info,5674,March,Thursday,170
Multiple carriers,Delhi,Cochin,7,19,1.0,In-flight meal not included,10711,May,Tuesday,730
Jet Airways,Kolkata,Banglore,9,18,1.0,No Info,11467,April,Monday,505
Air India,Kolkata,Banglore,16,15,2.0,No Info,12434,May,Monday,615
Air India,Delhi,Cochin,18,21,0.0,No Info,5201,June,Monday,185
Vistara,Banglore,Delhi,17,19,0.0,No Info,4878,May,Saturday,155
Jet Airways,Delhi,Cochin,5,4,2.0,No Info,13014,June,Thursday,655
Air India,Banglore,New Delhi,8,11,2.0,No Info,12599,March,Sunday,860
Jet Airways,Kolkata,Banglore,18,22,1.0,In-flight meal not included,10844,May,Friday,940
Jet Airways,Delhi,Cochin,2,19,1.0,In-flight meal not included,12898,May,Tuesday,285
IndiGo,Banglore,Delhi,13,15,0.0,No Info,3943,June,Friday,170
Multiple carriers,Delhi,Cochin,13,1,1.0,No Info,7198,June,Wednesday,750
SpiceJet,Kolkata,Banglore,15,20,1.0,No Info,4963,May,Saturday,315
IndiGo,Banglore,New Delhi,16,19,0.0,No Info,12649,March,Friday,170
Multiple carriers,Delhi,Cochin,8,15,1.0,No Info,17267,March,Wednesday,450
Jet Airways,Delhi,Cochin,7,19,1.0,In-flight meal not included,12373,May,Thursday,715
Jet Airways,Banglore,New Delhi,11,0,1.0,In-flight meal not included,13502,March,Sunday,65
Multiple carriers,Delhi,Cochin,11,18,1.0,No Info,11622,March,Thursday,440
SpiceJet,Kolkata,Banglore,22,0,0.0,No Info,5515,March,Sunday,140
Multiple carriers,Delhi,Cochin,10,19,1.0,No Info,11789,June,Monday,520
Air India,Delhi,Cochin,13,9,2.0,No Info,10467,June,Monday,490
Air India,Delhi,Cochin,6,9,1.0,No Info,7480,June,Saturday,920
SpiceJet,Kolkata,Banglore,22,0,0.0,In-flight meal not included,3841,April,Wednesday,140
SpiceJet,Chennai,Kolkata,17,20,0.0,In-flight meal not included,3543,May,Saturday,140
Air India,Delhi,Cochin,5,19,1.0,No Info,10493,June,Monday,335
Multiple carriers,Delhi,Cochin,11,19,1.0,No Info,9103,May,Monday,455
Jet Airways,Kolkata,Banglore,14,19,1.0,In-flight meal not included,10844,May,Monday,345
IndiGo,Banglore,Delhi,20,22,0.0,No Info,4823,June,Sunday,170
Jet Airways,Kolkata,Banglore,6,10,1.0,In-flight meal not included,8529,June,Wednesday,935
Air India,Delhi,Cochin,14,17,0.0,No Info,7931,March,Sunday,180
Jet Airways,Kolkata,Banglore,18,9,1.0,In-flight meal not included,9663,May,Saturday,145
Air India,Kolkata,Banglore,12,21,2.0,No Info,10151,May,Saturday,590
Multiple carriers,Delhi,Cochin,19,1,1.0,No Info,7530,June,Saturday,390
Multiple carriers,Delhi,Cochin,14,22,1.0,No Info,6805,May,Thursday,455
GoAir,Banglore,Delhi,7,10,0.0,No Info,3419,June,Tuesday,175
Air Asia,Banglore,Delhi,23,2,0.0,No Info,7120,June,Sunday,170
Jet Airways,Kolkata,Banglore,17,10,1.0,No Info,14151,May,Tuesday,355
Air India,Mumbai,Hyderabad,6,7,0.0,No Info,3100,June,Friday,80
Jet Airways,Kolkata,Banglore,17,14,1.0,No Info,12121,May,Friday,565
SpiceJet,Mumbai,Hyderabad,5,7,0.0,No Info,2017,May,Monday,90
SpiceJet,Mumbai,Hyderabad,5,7,0.0,In-flight meal not included,2647,June,Saturday,90
IndiGo,Delhi,Cochin,17,22,1.0,No Info,6147,June,Wednesday,320
Jet Airways,Kolkata,Banglore,21,9,1.0,No Info,13044,June,Wednesday,730
Jet Airways,Delhi,Cochin,2,19,1.0,No Info,15554,May,Saturday,285
SpiceJet,Banglore,Delhi,9,12,0.0,No Info,4423,April,Tuesday,170
Air India,Delhi,Cochin,21,7,1.0,No Info,8372,June,Thursday,640
Jet Airways,Kolkata,Banglore,20,23,1.0,In-flight meal not included,10844,May,Saturday,935
Vistara,Kolkata,Banglore,17,18,1.0,No Info,9555,May,Saturday,830
Air India,Kolkata,Banglore,12,18,2.0,No Info,10151,May,Monday,1110
Air India,Kolkata,Banglore,9,5,2.0,No Info,11432,May,Sunday,490
SpiceJet,Banglore,Delhi,9,12,0.0,In-flight meal not included,4319,April,Monday,170
Air India,Kolkata,Banglore,12,18,2.0,No Info,9626,June,Thursday,1110
Air India,Kolkata,Banglore,17,20,1.0,No Info,10623,May,Saturday,895
Jet Airways,Delhi,Cochin,11,14,0.0,No Info,9564,April,Thursday,195
Jet Airways,Kolkata,Banglore,14,20,1.0,No Info,14781,May,Thursday,400
IndiGo,Delhi,Cochin,17,1,1.0,No Info,5684,June,Thursday,480
Jet Airways,Kolkata,Banglore,5,9,1.0,No Info,14388,May,Saturday,935
SpiceJet,Banglore,Delhi,9,12,0.0,In-flight meal not included,5515,April,Thursday,170
Jet Airways,Kolkata,Banglore,20,22,1.0,No Info,12692,June,Sunday,820
Jet Airways,Kolkata,Banglore,9,19,1.0,In-flight meal not included,9314,May,Wednesday,575
SpiceJet,Kolkata,Banglore,17,19,0.0,No Info,3873,June,Saturday,150
SpiceJet,Kolkata,Banglore,22,0,0.0,In-flight meal not included,4807,April,Sunday,140
Multiple carriers,Delhi,Cochin,9,19,1.0,No Info,14848,June,Thursday,615
IndiGo,Delhi,Cochin,5,12,1.0,No Info,6171,April,Wednesday,425
Jet Airways,Kolkata,Banglore,9,21,1.0,In-flight meal not included,10539,June,Wednesday,690
Air Asia,Banglore,Delhi,11,13,0.0,No Info,4483,June,Saturday,165
Multiple carriers,Delhi,Cochin,6,19,1.0,No Info,8371,March,Wednesday,75
Jet Airways,Delhi,Cochin,13,4,1.0,No Info,15764,March,Wednesday,150
Jet Airways,Kolkata,Banglore,16,23,1.0,In-flight meal not included,10844,May,Sunday,425
IndiGo,Banglore,Delhi,4,6,0.0,No Info,4423,April,Friday,170
Vistara,Banglore,Delhi,9,12,0.0,No Info,4878,June,Saturday,170
SpiceJet,Mumbai,Hyderabad,13,14,0.0,No Info,2227,May,Thursday,90
Jet Airways,Kolkata,Banglore,16,18,1.0,In-flight meal not included,10844,May,Wednesday,825
Vistara,Kolkata,Banglore,7,10,1.0,No Info,11262,March,Sunday,940
Jet Airways,Banglore,Delhi,15,18,0.0,In-flight meal not included,4544,May,Saturday,175
GoAir,Banglore,New Delhi,7,10,0.0,No Info,5706,March,Friday,175
Jet Airways,Banglore,New Delhi,5,12,1.0,In-flight meal not included,5853,March,Friday,390
Jet Airways,Kolkata,Banglore,6,20,2.0,In-flight meal not included,10118,May,Tuesday,140
Multiple carriers,Delhi,Cochin,11,19,1.0,In-flight meal not included,9254,May,Monday,465
Jet Airways,Kolkata,Banglore,14,20,1.0,No Info,14571,June,Thursday,400
Multiple carriers,Delhi,Cochin,8,21,1.0,No Info,16023,March,Saturday,60
Jet Airways,Kolkata,Banglore,6,23,1.0,In-flight meal not included,8824,March,Sunday,295
IndiGo,Delhi,Cochin,2,7,1.0,No Info,7060,March,Saturday,345
Jet Airways,Kolkata,Banglore,13,9,1.0,No Info,14231,March,Sunday,440
Jet Airways,Banglore,Delhi,18,22,0.0,In-flight meal not included,4544,April,Wednesday,185
Jet Airways,Delhi,Cochin,15,18,1.0,No Info,16289,March,Saturday,945
IndiGo,Chennai,Kolkata,14,17,0.0,No Info,3597,June,Friday,140
Air India,Delhi,Cochin,20,9,1.0,No Info,7480,May,Monday,765
Vistara,Kolkata,Banglore,17,10,1.0,No Info,9922,May,Sunday,345
Jet Airways,Banglore,Delhi,17,20,0.0,No Info,7229,May,Monday,180
Jet Airways,Delhi,Cochin,20,12,2.0,No Info,14300,June,Saturday,275
Jet Airways,Delhi,Cochin,2,4,1.0,No Info,12242,March,Wednesday,850
Multiple carriers,Delhi,Cochin,11,19,1.0,No Info,10678,June,Monday,455
Multiple carriers,Delhi,Cochin,8,21,1.0,In-flight meal not included,9450,May,Monday,60
IndiGo,Kolkata,Banglore,21,0,0.0,No Info,4174,April,Saturday,160
IndiGo,Kolkata,Banglore,17,22,1.0,No Info,5386,May,Wednesday,280
Jet Airways,Delhi,Cochin,19,19,2.0,No Info,15129,May,Friday,710
IndiGo,Delhi,Cochin,14,22,1.0,No Info,6412,June,Saturday,490
Jet Airways,Banglore,New Delhi,2,4,0.0,No Info,7229,March,Sunday,165
Air Asia,Kolkata,Banglore,10,12,0.0,No Info,3807,April,Saturday,155
Jet Airways,Delhi,Cochin,17,12,1.0,In-flight meal not included,12373,May,Saturday,425
Jet Airways,Kolkata,Banglore,14,23,1.0,No Info,14571,June,Thursday,570
Jet Airways,Delhi,Cochin,19,4,1.0,In-flight meal not included,10262,June,Wednesday,520
Jet Airways,Delhi,Cochin,20,19,1.0,In-flight meal not included,10577,June,Sunday,605
Vistara,Mumbai,Hyderabad,20,22,1.0,No Info,12395,March,Wednesday,840
SpiceJet,Kolkata,Banglore,6,9,0.0,In-flight meal not included,3841,April,Saturday,155
Air Asia,Delhi,Cochin,7,15,1.0,No Info,8759,June,Monday,470
IndiGo,Delhi,Cochin,4,15,1.0,No Info,7738,March,Thursday,645
IndiGo,Delhi,Cochin,15,1,1.0,No Info,7503,May,Saturday,630
IndiGo,Delhi,Cochin,11,1,1.0,No Info,5883,June,Monday,125
Jet Airways,Kolkata,Banglore,20,9,1.0,No Info,12692,June,Wednesday,80
Air India,Delhi,Cochin,12,7,2.0,No Info,8603,June,Wednesday,460
Jet Airways,Banglore,Delhi,11,14,0.0,In-flight meal not included,5769,June,Friday,175
Jet Airways,Kolkata,Banglore,18,18,1.0,No Info,12681,April,Monday,680
SpiceJet,Banglore,Delhi,5,8,0.0,No Info,3625,June,Monday,160
IndiGo,Delhi,Cochin,9,1,1.0,No Info,8854,May,Thursday,255
IndiGo,Mumbai,Hyderabad,2,4,0.0,No Info,2754,May,Wednesday,90
Air India,Delhi,Cochin,10,19,1.0,No Info,8372,June,Wednesday,555
Jet Airways,Delhi,Cochin,16,12,1.0,In-flight meal not included,10262,June,Wednesday,515
Air India,Chennai,Kolkata,11,13,0.0,No Info,10810,March,Sunday,135
IndiGo,Banglore,New Delhi,10,13,0.0,No Info,6860,March,Saturday,170
Air Asia,Delhi,Cochin,16,22,1.0,No Info,6451,April,Saturday,340
Jet Airways,Kolkata,Banglore,20,15,1.0,No Info,13067,May,Monday,400
Jet Airways,Kolkata,Banglore,17,18,1.0,No Info,11467,May,Monday,780
Air India,Kolkata,Banglore,10,23,1.0,No Info,10203,May,Thursday,75
Air Asia,Kolkata,Banglore,22,1,0.0,No Info,4082,March,Tuesday,150
Air India,Delhi,Cochin,10,19,2.0,No Info,13276,May,Tuesday,500
Jet Airways,Banglore,New Delhi,8,15,2.0,No Info,8450,March,Saturday,420
Jet Airways,Kolkata,Banglore,18,20,1.0,In-flight meal not included,10844,June,Thursday,830
Jet Airways,Banglore,New Delhi,5,15,1.0,In-flight meal not included,10037,March,Saturday,550
Jet Airways,Kolkata,Banglore,20,4,1.0,No Info,14388,May,Monday,520
Air India,Delhi,Cochin,21,19,2.0,No Info,12287,March,Sunday,585
Jet Airways,Kolkata,Banglore,14,20,1.0,In-flight meal not included,10844,June,Thursday,400
Multiple carriers,Delhi,Cochin,11,19,1.0,No Info,9794,May,Monday,440
IndiGo,Kolkata,Banglore,6,10,1.0,No Info,4226,June,Thursday,240
IndiGo,Delhi,Cochin,11,1,1.0,No Info,7318,March,Thursday,125
Jet Airways,Kolkata,Banglore,20,8,1.0,In-flight meal not included,8529,June,Wednesday,735
Air India,Kolkata,Banglore,12,18,2.0,No Info,9416,June,Wednesday,1110
Jet Airways,Delhi,Cochin,9,12,2.0,In-flight meal not included,11507,June,Monday,900
Air India,Kolkata,Banglore,16,8,2.0,No Info,9920,April,Monday,250
Multiple carriers,Delhi,Cochin,7,16,1.0,No Info,7038,May,Saturday,540
GoAir,Delhi,Cochin,7,12,1.0,No Info,4959,June,Monday,355
Jet Airways,Mumbai,Hyderabad,7,8,0.0,No Info,5678,June,Sunday,85
Jet Airways,Banglore,Delhi,8,11,0.0,In-flight meal not included,7229,June,Sunday,180
Jet Airways,Kolkata,Banglore,16,23,1.0,In-flight meal not included,7064,April,Monday,425
IndiGo,Banglore,Delhi,8,11,0.0,No Info,4823,April,Saturday,170
Jet Airways,Kolkata,Banglore,16,22,1.0,No Info,14571,May,Friday,365
IndiGo,Kolkata,Banglore,9,12,0.0,No Info,4148,March,Wednesday,165
Air India,Kolkata,Banglore,10,1,2.0,No Info,13873,May,Friday,200
Multiple carriers,Delhi,Cochin,11,1,1.0,No Info,6645,April,Tuesday,110
IndiGo,Banglore,New Delhi,11,15,1.0,No Info,5746,March,Saturday,245
GoAir,Delhi,Cochin,5,13,1.0,No Info,5199,June,Sunday,460
IndiGo,Chennai,Kolkata,19,21,0.0,No Info,4332,March,Monday,140
IndiGo,Delhi,Cochin,11,21,1.0,No Info,6416,June,Saturday,575
Air India,Banglore,New Delhi,6,16,2.0,No Info,12935,March,Monday,575
Jet Airways,Banglore,New Delhi,8,20,1.0,In-flight meal not included,7832,March,Thursday,685
Jet Airways,Kolkata,Banglore,16,4,1.0,In-flight meal not included,8586,May,Wednesday,730
Jet Airways,Mumbai,Hyderabad,10,11,0.0,No Info,8040,May,Tuesday,90
Vistara,Delhi,Cochin,6,9,0.0,No Info,12411,March,Wednesday,190
Air India,Kolkata,Banglore,9,21,1.0,No Info,8366,June,Sunday,745
Air India,Banglore,New Delhi,11,22,2.0,Change airports,13576,March,Friday,665
Air India,Kolkata,Banglore,5,23,2.0,No Info,12723,June,Thursday,325
Jet Airways,Kolkata,Banglore,8,23,1.0,No Info,13759,March,Sunday,180
IndiGo,Delhi,Cochin,16,22,1.0,No Info,6412,May,Wednesday,380
IndiGo,Delhi,Cochin,8,21,2.0,No Info,6494,March,Wednesday,765
Jet Airways,Mumbai,Hyderabad,15,17,0.0,No Info,5678,March,Sunday,90
Air India,Kolkata,Banglore,9,11,1.0,No Info,8891,May,Sunday,825
Jet Airways,Delhi,Cochin,21,18,1.0,No Info,17024,March,Sunday,540
Jet Airways,Delhi,Cochin,9,19,2.0,In-flight meal not included,10368,June,Wednesday,560
Jet Airways,Kolkata,Banglore,20,18,1.0,No Info,14571,June,Sunday,615
Jet Airways,Banglore,New Delhi,7,15,1.0,In-flight meal not included,7832,March,Thursday,495
Jet Airways,Kolkata,Banglore,9,22,1.0,No Info,14151,May,Thursday,750
Multiple carriers,Delhi,Cochin,10,19,1.0,No Info,7154,March,Thursday,510
Multiple carriers,Delhi,Cochin,15,1,2.0,No Info,21483,March,Wednesday,630
Jet Airways,Kolkata,Banglore,16,4,1.0,In-flight meal not included,6812,June,Thursday,730
IndiGo,Banglore,New Delhi,19,0,1.0,No Info,13292,March,Sunday,300
IndiGo,Kolkata,Banglore,22,0,0.0,No Info,4174,April,Tuesday,155
Jet Airways,Delhi,Cochin,19,12,2.0,In-flight meal not included,11150,June,Thursday,325
IndiGo,Delhi,Cochin,17,22,1.0,No Info,5912,April,Wednesday,310
Air India,Banglore,New Delhi,17,3,1.0,No Info,8767,March,Saturday,640
Jet Airways,Delhi,Cochin,19,4,1.0,No Info,12242,March,Wednesday,520
Air India,Kolkata,Banglore,19,4,1.0,No Info,6327,May,Friday,580
SpiceJet,Chennai,Kolkata,9,12,0.0,In-flight meal not included,3543,May,Friday,135
Multiple carriers,Delhi,Cochin,8,19,1.0,No Info,15058,June,Monday,675
Jet Airways,Banglore,New Delhi,18,18,1.0,In-flight meal not included,11087,March,Tuesday,690
Jet Airways,Kolkata,Banglore,20,4,1.0,No Info,13941,May,Thursday,520
SpiceJet,Delhi,Cochin,15,22,1.0,No Info,7317,June,Saturday,380
Jet Airways,Kolkata,Banglore,21,10,1.0,In-flight meal not included,9663,May,Friday,775
IndiGo,Delhi,Cochin,16,21,1.0,No Info,5065,April,Wednesday,300
Air India,Delhi,Cochin,9,23,1.0,No Info,8907,June,Thursday,75
SpiceJet,Kolkata,Banglore,9,11,0.0,No Info,4148,March,Thursday,150
Multiple carriers,Delhi,Cochin,14,21,1.0,No Info,13587,June,Sunday,420
Jet Airways,Delhi,Cochin,21,4,1.0,In-flight meal not included,10262,June,Thursday,395
Jet Airways,Banglore,New Delhi,14,8,1.0,No Info,12284,March,Monday,370
Jet Airways,Kolkata,Banglore,18,16,1.0,No Info,14781,May,Wednesday,565
Jet Airways,Kolkata,Banglore,8,9,1.0,In-flight meal not included,9663,May,Saturday,775
IndiGo,Banglore,New Delhi,13,15,0.0,No Info,19685,March,Friday,170
Air India,Kolkata,Banglore,10,23,1.0,No Info,10203,May,Sunday,75
Jet Airways,Kolkata,Banglore,6,4,1.0,No Info,13941,May,Wednesday,610
Air India,Banglore,New Delhi,21,23,0.0,No Info,8450,March,Friday,165
Jet Airways,Delhi,Cochin,14,4,1.0,In-flight meal not included,10262,June,Sunday,145
Jet Airways,Delhi,Cochin,11,19,1.0,No Info,15554,May,Saturday,450
Jet Airways,Kolkata,Banglore,14,19,1.0,In-flight meal not included,10844,May,Friday,345
Jet Airways,Kolkata,Banglore,17,14,1.0,No Info,12692,June,Wednesday,565
Jet Airways,Mumbai,Hyderabad,19,21,0.0,In-flight meal not included,3210,June,Sunday,90
Air India,Delhi,Cochin,12,19,2.0,No Info,9601,May,Wednesday,435
Jet Airways,Kolkata,Banglore,18,18,1.0,In-flight meal not included,11134,March,Sunday,675
Multiple carriers,Delhi,Cochin,8,21,1.0,No Info,8055,March,Wednesday,725
Jet Airways,Delhi,Cochin,17,4,1.0,No Info,12242,March,Wednesday,655
Air India,Banglore,New Delhi,22,23,1.0,No Info,8425,March,Saturday,800
SpiceJet,Mumbai,Hyderabad,5,7,0.0,No Info,2753,June,Saturday,90
SpiceJet,Banglore,Delhi,21,0,0.0,No Info,3311,May,Monday,175
IndiGo,Kolkata,Banglore,6,10,1.0,No Info,4226,June,Wednesday,240
Jet Airways,Banglore,New Delhi,8,5,1.0,1 Long layover,8450,March,Friday,490
Multiple carriers,Delhi,Cochin,6,19,1.0,No Info,12524,June,Monday,60
SpiceJet,Kolkata,Banglore,17,19,0.0,No Info,3847,March,Thursday,150
Jet Airways,Kolkata,Banglore,16,23,1.0,No Info,12681,April,Monday,425
Jet Airways,Delhi,Cochin,9,4,2.0,No Info,13882,June,Thursday,420
Jet Airways,Kolkata,Banglore,8,20,1.0,In-flight meal not included,10844,June,Thursday,740
Jet Airways,Banglore,New Delhi,21,8,1.0,No Info,12547,March,Tuesday,650
Jet Airways,Kolkata,Banglore,18,4,1.0,No Info,14178,June,Sunday,585
IndiGo,Delhi,Cochin,16,1,1.0,No Info,14871,March,Sunday,575
Multiple carriers,Delhi,Cochin,8,21,1.0,No Info,15078,March,Wednesday,60
IndiGo,Kolkata,Banglore,21,0,0.0,No Info,4804,May,Tuesday,160
SpiceJet,Kolkata,Banglore,17,19,0.0,No Info,3873,May,Thursday,150
GoAir,Delhi,Cochin,7,12,1.0,No Info,5457,June,Saturday,355
Jet Airways,Kolkata,Banglore,14,22,1.0,No Info,14781,May,Sunday,510
Jet Airways,Delhi,Cochin,21,18,1.0,No Info,15764,March,Saturday,540
Vistara,Banglore,Delhi,9,12,0.0,No Info,4668,June,Wednesday,170
Jet Airways,Delhi,Cochin,11,14,0.0,No Info,9564,June,Monday,195
IndiGo,Delhi,Cochin,6,21,1.0,No Info,7191,May,Wednesday,140
Jet Airways,Delhi,Cochin,19,4,1.0,No Info,15764,March,Wednesday,520
Jet Airways,Kolkata,Banglore,14,12,1.0,No Info,14388,May,Monday,595
Jet Airways,Delhi,Cochin,19,4,1.0,In-flight meal not included,6540,March,Wednesday,520
SpiceJet,Banglore,Delhi,9,12,0.0,No Info,3625,June,Monday,170
Multiple carriers,Delhi,Cochin,7,19,1.0,No Info,8266,May,Thursday,705
SpiceJet,Kolkata,Banglore,11,18,1.0,No Info,10944,May,Saturday,435
IndiGo,Delhi,Cochin,16,21,1.0,No Info,5073,March,Wednesday,300
Jet Airways,Banglore,New Delhi,5,12,1.0,In-flight meal not included,9134,March,Friday,400
Vistara,Kolkata,Banglore,20,20,1.0,No Info,8085,June,Wednesday,720
Jet Airways,Banglore,New Delhi,7,12,1.0,No Info,22270,March,Wednesday,325
Air India,Kolkata,Banglore,7,10,2.0,No Info,9836,April,Monday,900
IndiGo,Delhi,Cochin,18,1,1.0,No Info,14871,March,Sunday,420
Jet Airways,Mumbai,Hyderabad,6,16,2.0,No Info,8450,March,Tuesday,605
Jet Airways,Banglore,New Delhi,7,16,1.0,No Info,12284,March,Monday,550
Multiple carriers,Delhi,Cochin,6,21,1.0,No Info,7005,June,Wednesday,180
IndiGo,Kolkata,Banglore,11,14,0.0,No Info,4804,June,Monday,155
IndiGo,Delhi,Cochin,5,10,1.0,No Info,6827,March,Wednesday,300
Air India,Mumbai,Hyderabad,6,7,0.0,No Info,3100,May,Sunday,80
Jet Airways,Mumbai,Hyderabad,19,21,0.0,In-flight meal not included,2759,March,Friday,90
Jet Airways,Kolkata,Banglore,20,21,1.0,No Info,13067,May,Thursday,760
GoAir,Banglore,Delhi,20,23,0.0,No Info,3898,April,Monday,165
Jet Airways,Delhi,Cochin,9,4,2.0,In-flight meal not included,10368,June,Wednesday,405
SpiceJet,Banglore,New Delhi,5,8,0.0,In-flight meal not included,4273,March,Monday,170
SpiceJet,Banglore,Delhi,5,8,0.0,No Info,3311,May,Friday,160
Multiple carriers,Delhi,Cochin,9,21,1.0,In-flight meal not included,15136,March,Wednesday,720
Multiple carriers,Delhi,Cochin,7,18,1.0,No Info,6601,April,Tuesday,665
Vistara,Kolkata,Banglore,20,22,1.0,No Info,8452,May,Friday,860
Jet Airways,Mumbai,Hyderabad,2,4,0.0,No Info,5678,March,Sunday,90
Air Asia,Banglore,Delhi,23,2,0.0,No Info,4483,May,Saturday,170
Jet Airways,Delhi,Cochin,14,12,1.0,In-flight meal not included,12898,May,Monday,635
IndiGo,Banglore,New Delhi,7,10,0.0,No Info,7648,March,Sunday,175
Jet Airways,Kolkata,Banglore,6,23,1.0,No Info,14571,June,Sunday,305
Air India,Banglore,New Delhi,8,23,2.0,No Info,11728,March,Monday,155
SpiceJet,Kolkata,Banglore,6,9,0.0,No Info,3873,April,Thursday,155
Air India,Delhi,Cochin,20,9,1.0,No Info,7480,May,Thursday,765
Jet Airways,Banglore,Delhi,19,22,0.0,No Info,8541,June,Friday,180
Jet Airways,Banglore,New Delhi,22,11,1.0,1 Long layover,8450,March,Friday,755
Jet Airways,Banglore,New Delhi,21,15,1.0,No Info,13817,March,Tuesday,350
Jet Airways,Kolkata,Banglore,8,20,1.0,No Info,14571,May,Friday,740
Air Asia,Delhi,Cochin,16,7,1.0,No Info,6853,June,Saturday,145
SpiceJet,Banglore,Delhi,9,12,0.0,In-flight meal not included,3573,May,Monday,170
Vistara,Kolkata,Banglore,17,18,1.0,No Info,9345,May,Wednesday,830
Multiple carriers,Delhi,Cochin,8,21,1.0,No Info,13797,June,Wednesday,60
Air India,Banglore,New Delhi,12,10,1.0,No Info,12358,March,Sunday,635
Multiple carriers,Delhi,Cochin,18,1,1.0,In-flight meal not included,14086,March,Saturday,440
IndiGo,Chennai,Kolkata,19,21,0.0,No Info,3597,May,Friday,140
Jet Airways,Kolkata,Banglore,18,8,1.0,No Info,13731,May,Friday,80
Jet Airways,Delhi,Cochin,19,4,1.0,In-flight meal not included,12898,May,Tuesday,520
Jet Airways,Delhi,Cochin,16,4,1.0,No Info,14714,June,Thursday,745
Vistara,Banglore,Delhi,11,14,0.0,No Info,5403,April,Friday,170
Air Asia,Kolkata,Banglore,10,12,0.0,No Info,5620,March,Sunday,155
IndiGo,Delhi,Cochin,5,8,0.0,No Info,5000,June,Tuesday,195
Air India,Delhi,Cochin,12,19,2.0,No Info,10703,March,Thursday,1135
Multiple carriers,Delhi,Cochin,11,21,1.0,No Info,13727,May,Saturday,570
Jet Airways,Kolkata,Banglore,20,9,1.0,No Info,14388,May,Sunday,80
Jet Airways,Banglore,New Delhi,8,7,1.0,No Info,22270,March,Friday,700
IndiGo,Delhi,Cochin,21,3,1.0,No Info,6769,May,Monday,345
Air Asia,Kolkata,Banglore,15,23,2.0,No Info,5192,May,Friday,500
Jet Airways,Mumbai,Hyderabad,2,4,0.0,In-flight meal not included,4995,May,Friday,85
IndiGo,Chennai,Kolkata,7,10,0.0,No Info,8580,March,Friday,140
Jet Airways,Banglore,Delhi,8,11,0.0,In-flight meal not included,5198,April,Saturday,180
Jet Airways,Mumbai,Hyderabad,7,8,0.0,No Info,8040,May,Monday,85
